Order Date,Sales,year,month,day,day_of_week,quarter,sales_lag1,rolling_mean_7
2016-02-20,16.496,2016,2,20,5,1,392.65999999999997,398.541
2016-02-21,1524.126,2016,2,21,6,1,16.496,496.57028571428566
2016-02-22,983.17,2016,2,22,0,1,1524.126,578.87
2016-02-23,57.576,2016,2,23,1,1,983.17,424.86114285714285
2016-02-24,0.0,2016,2,24,2,1,57.576,424.86114285714285
2016-02-25,46.72,2016,2,25,3,1,0.0,431.5354285714285
2016-02-26,0.0,2016,2,26,4,1,46.72,375.44114285714284
2016-02-27,243.892,2016,2,27,5,1,0.0,407.92628571428565
2016-02-28,36.48,2016,2,28,6,1,243.892,195.40542857142853
2016-02-29,111.104,2016,2,29,0,1,36.48,70.82457142857139
2016-03-01,6285.8060000000005,2016,3,1,1,1,111.104,960.5717142857144
2016-03-02,0.0,2016,3,2,2,1,6285.8060000000005,960.5717142857144
2016-03-03,7264.422,2016,3,3,3,1,0.0,1991.672
2016-03-04,315.45,2016,3,4,4,1,7264.422,2036.7362857142857
2016-03-05,162.344,2016,3,5,5,1,315.45,2025.0865714285715
2016-03-06,811.303,2016,3,6,6,1,162.344,2135.7755714285713
2016-03-07,21.072,2016,3,7,0,1,811.303,2122.913857142857
2016-03-08,2190.81,2016,3,8,1,1,21.072,1537.9144285714285
2016-03-09,635.6,2016,3,9,2,1,2190.81,1628.7144285714282
2016-03-10,7879.734,2016,3,10,3,1,635.6,1716.616142857143
2016-03-11,896.0219999999999,2016,3,11,4,1,7879.734,1799.5549999999998
2016-03-12,1694.6419999999998,2016,3,12,5,1,896.0219999999999,2018.4547142857143
2016-03-13,8866.882,2016,3,13,6,1,1694.6419999999998,3169.251714285714
2016-03-14,669.3679999999999,2016,3,14,0,1,8866.882,3261.8654285714283
2016-03-15,2356.808,2016,3,15,1,1,669.3679999999999,3285.5794285714283
2016-03-16,0.0,2016,3,16,2,1,2356.808,3194.7794285714285
2016-03-17,2360.3340000000003,2016,3,17,3,1,0.0,2406.293714285714
2016-03-18,1061.682,2016,3,18,4,1,2360.3340000000003,2429.959428571428
2016-03-19,138.68,2016,3,19,5,1,1061.682,2207.6791428571423
2016-03-20,928.311,2016,3,20,6,1,138.68,1073.5975714285714
2016-03-21,645.7059999999999,2016,3,21,0,1,928.311,1070.2172857142857
2016-03-22,226.46800000000002,2016,3,22,1,1,645.7059999999999,765.8829999999999
2016-03-23,0.0,2016,3,23,2,1,226.46800000000002,765.883
2016-03-24,745.774,2016,3,24,3,1,0.0,535.2315714285714
2016-03-25,1346.97,2016,3,25,4,1,745.774,575.987
2016-03-26,682.246,2016,3,26,5,1,1346.97,653.6392857142856
2016-03-27,92.69999999999999,2016,3,27,6,1,682.246,534.2662857142857
2016-03-28,125.30000000000001,2016,3,28,0,1,92.69999999999999,459.9225714285714
2016-03-29,2659.339,2016,3,29,1,1,125.30000000000001,807.4755714285714
2016-03-30,11.34,2016,3,30,2,1,2659.339,809.0955714285714
2016-03-31,640.762,2016,3,31,3,1,11.34,794.0938571428571
2016-04-01,2161.48,2016,4,1,4,2,640.762,910.4524285714285
2016-04-02,1454.9,2016,4,2,5,2,2161.48,1020.8315714285715
2016-04-03,441.198,2016,4,3,6,2,1454.9,1070.617
2016-04-04,970.194,2016,4,4,0,2,441.198,1191.3161428571427
2016-04-05,1046.3339999999998,2016,4,5,1,2,970.194,960.8868571428573
2016-04-06,1294.75,2016,4,6,2,2,1046.3339999999998,1144.231142857143
2016-04-07,1970.574,2016,4,7,3,2,1294.75,1334.2042857142858
2016-04-08,2906.404,2016,4,8,4,2,1970.574,1440.6219999999998
2016-04-09,1115.197,2016,4,9,5,2,2906.404,1392.093
2016-04-10,950.594,2016,4,10,6,2,1115.197,1464.8638571428571
2016-04-11,0.0,2016,4,11,0,2,950.594,1326.2647142857145
2016-04-12,1542.53,2016,4,12,1,2,0.0,1397.149857142857
2016-04-13,6.12,2016,4,13,2,2,1542.53,1213.059857142857
2016-04-14,1466.572,2016,4,14,3,2,6.12,1141.0595714285714
2016-04-15,2201.8559999999998,2016,4,15,4,2,1466.572,1040.409857142857
2016-04-16,9335.086000000001,2016,4,16,5,2,2201.8559999999998,2214.6797142857145
2016-04-17,421.08500000000004,2016,4,17,6,2,9335.086000000001,2139.0355714285715
2016-04-18,2514.538,2016,4,18,0,2,421.08500000000004,2498.255285714286
2016-04-19,1414.132,2016,4,19,1,2,2514.538,2479.912714285714
2016-04-20,0.0,2016,4,20,2,2,1414.132,2479.0384285714285
2016-04-21,271.616,2016,4,21,3,2,0.0,2308.3304285714285
2016-04-22,1765.4650000000001,2016,4,22,4,2,271.616,2245.988857142857
2016-04-23,720.368,2016,4,23,5,2,1765.4650000000001,1015.3148571428572
2016-04-24,1607.1,2016,4,24,6,2,720.368,1184.7455714285716
2016-04-25,108.42,2016,4,25,0,2,1607.1,841.0144285714285
2016-04-26,434.646,2016,4,26,1,2,108.42,701.0878571428572
2016-04-27,0.0,2016,4,27,2,2,434.646,701.0878571428572
2016-04-28,486.672,2016,4,28,3,2,0.0,731.8101428571429
2016-04-29,0.0,2016,4,29,4,2,486.672,479.60085714285714
2016-04-30,142.208,2016,4,30,5,2,0.0,397.0065714285714
2016-05-01,517.866,2016,5,1,6,2,142.208,241.40171428571426
2016-05-02,1098.136,2016,5,2,0,2,517.866,382.78971428571424
2016-05-03,1099.013,2016,5,3,1,2,1098.136,477.6992857142856
2016-05-04,0.0,2016,5,4,2,2,1099.013,477.6992857142856
2016-05-05,2701.28,2016,5,5,3,2,0.0,794.0718571428572
2016-05-06,236.96,2016,5,6,4,2,2701.28,827.9232857142857
2016-05-07,4835.976,2016,5,7,5,2,236.96,1498.4615714285715
2016-05-08,1340.2440000000001,2016,5,8,6,2,4835.976,1615.9441428571427
2016-05-09,1283.512,2016,5,9,0,2,1340.2440000000001,1642.4264285714285
2016-05-10,763.0200000000001,2016,5,10,1,2,1283.512,1594.4274285714287
2016-05-11,5.98,2016,5,11,2,2,763.0200000000001,1595.2817142857143
2016-05-12,918.878,2016,5,12,3,2,5.98,1340.652857142857
2016-05-13,0.0,2016,5,13,4,2,918.878,1306.8014285714287
2016-05-14,455.93,2016,5,14,5,2,0.0,681.0805714285715
2016-05-15,648.9119999999999,2016,5,15,6,2,455.93,582.3188571428572
2016-05-16,880.4599999999999,2016,5,16,0,2,648.9119999999999,524.74
2016-05-17,346.922,2016,5,17,1,2,880.4599999999999,465.29742857142855
2016-05-18,122.22,2016,5,18,2,2,346.922,481.9031428571428
2016-05-19,1582.008,2016,5,19,3,2,122.22,576.6359999999999
2016-05-20,2471.913,2016,5,20,4,2,1582.008,929.7664285714285
2016-05-21,2718.2140000000004,2016,5,21,5,2,2471.913,1252.9498571428574
2016-05-22,1799.2,2016,5,22,6,2,2718.2140000000004,1417.2767142857142
2016-05-23,10560.978000000001,2016,5,23,0,2,1799.2,2800.2078571428574
2016-05-24,277.756,2016,5,24,1,2,10560.978000000001,2790.327
2016-05-25,1311.97,2016,5,25,2,2,277.756,2960.291285714286
2016-05-26,1975.356,2016,5,26,3,2,1311.97,3016.483857142857
2016-05-27,5305.078,2016,5,27,4,2,1975.356,3421.2217142857144
2016-05-28,2137.324,2016,5,28,5,2,5305.078,3338.2374285714286
2016-05-29,1063.185,2016,5,29,6,2,2137.324,3233.0924285714286
2016-05-30,8090.578,2016,5,30,0,2,1063.185,2880.1781428571435
2016-05-31,438.85900000000004,2016,5,31,1,2,8090.578,2903.192857142857
2016-06-01,0.0,2016,6,1,2,2,438.85900000000004,2715.7685714285717
2016-06-02,157.844,2016,6,2,3,2,0.0,2456.1240000000003
2016-06-03,71.088,2016,6,3,4,2,157.844,1708.411142857143
2016-06-04,2316.5229999999997,2016,6,4,5,2,71.088,1734.0110000000002
2016-06-05,659.82,2016,6,5,6,2,2316.5229999999997,1676.3874285714285
2016-06-06,6026.312,2016,6,6,0,2,659.82,1381.4922857142858
2016-06-07,51.562,2016,6,7,1,2,6026.312,1326.1641428571427
2016-06-08,0.0,2016,6,8,2,2,51.562,1326.1641428571427
2016-06-09,1688.4720000000002,2016,6,9,3,2,0.0,1544.8252857142857
2016-06-10,1412.3960000000002,2016,6,10,4,2,1688.4720000000002,1736.4407142857144
2016-06-11,1623.416,2016,6,11,5,2,1412.3960000000002,1637.4254285714285
2016-06-12,2962.563,2016,6,12,6,2,1623.416,1966.3887142857145
2016-06-13,430.43800000000005,2016,6,13,0,2,2962.563,1166.978142857143
2016-06-14,3457.099,2016,6,14,1,2,430.43800000000005,1653.483428571429
2016-06-15,173.488,2016,6,15,2,2,3457.099,1678.2674285714288
2016-06-16,147.27499999999998,2016,6,16,3,2,173.488,1458.0964285714288
2016-06-17,3000.92,2016,6,17,4,2,147.27499999999998,1685.0284285714285
2016-06-18,541.938,2016,6,18,5,2,3000.92,1530.5315714285716
2016-06-19,17.12,2016,6,19,6,2,541.938,1109.7540000000001
2016-06-20,1229.548,2016,6,20,0,2,17.12,1223.9125714285715
2016-06-21,577.108,2016,6,21,1,2,1229.548,812.4852857142857
2016-06-22,0.0,2016,6,22,2,2,577.108,787.7012857142856
2016-06-23,2475.094,2016,6,23,3,2,0.0,1120.2468571428572
2016-06-24,5310.952,2016,6,24,4,2,2475.094,1450.2514285714285
2016-06-25,893.266,2016,6,25,5,2,5310.952,1500.4411428571427
2016-06-26,1919.6000000000001,2016,6,26,6,2,893.266,1772.2240000000002
2016-06-27,778.7059999999999,2016,6,27,0,2,1919.6000000000001,1707.818
2016-06-28,877.156,2016,6,28,1,2,778.7059999999999,1750.682
2016-06-29,191.88,2016,6,29,2,2,877.156,1778.0934285714286
2016-06-30,1352.9499999999998,2016,6,30,3,2,191.88,1617.787142857143
2016-07-01,1724.376,2016,7,1,4,3,1352.9499999999998,1105.4191428571428
2016-07-02,772.786,2016,7,2,5,3,1724.376,1088.2077142857142
2016-07-03,847.6999999999999,2016,7,3,6,3,772.786,935.0791428571428
2016-07-04,1651.301,2016,7,4,0,3,847.6999999999999,1059.7355714285713
2016-07-05,0.0,2016,7,5,1,3,1651.301,934.4275714285714
2016-07-06,0.0,2016,7,6,2,3,0.0,907.0161428571428
2016-07-07,3882.2309999999998,2016,7,7,3,3,0.0,1268.342
2016-07-08,2616.512,2016,7,8,4,3,3882.2309999999998,1395.7900000000002
2016-07-09,573.286,2016,7,9,5,3,2616.512,1367.2900000000002
2016-07-10,895.895,2016,7,10,6,3,573.286,1374.1749999999997
2016-07-11,0.0,2016,7,11,0,3,895.895,1138.2748571428572
2016-07-12,95.76,2016,7,12,1,3,0.0,1151.9548571428572
2016-07-13,0.0,2016,7,13,2,3,95.76,1151.9548571428572
2016-07-14,2149.96,2016,7,14,3,3,0.0,904.4875714285715
2016-07-15,380.2,2016,7,15,4,3,2149.96,585.0144285714285
2016-07-16,910.17,2016,7,16,5,3,380.2,633.1407142857142
2016-07-17,2184.88,2016,7,17,6,3,910.17,817.2814285714285
2016-07-18,2891.858,2016,7,18,0,3,2184.88,1230.404
2016-07-19,1536.454,2016,7,19,1,3,2891.858,1436.2174285714284
2016-07-20,89.95,2016,7,20,2,3,1536.454,1449.0674285714285
2016-07-21,991.095,2016,7,21,3,3,89.95,1283.5152857142857
2016-07-22,1368.048,2016,7,22,4,3,991.095,1424.6364285714285
2016-07-23,654.587,2016,7,23,5,3,1368.048,1388.1245714285712
2016-07-24,326.964,2016,7,24,6,3,654.587,1122.708
2016-07-25,5920.488,2016,7,25,0,3,326.964,1555.3694285714284
2016-07-26,0.0,2016,7,26,1,3,5920.488,1335.8760000000002
2016-07-27,0.0,2016,7,27,2,3,0.0,1323.026
2016-07-28,2033.374,2016,7,28,3,3,0.0,1471.9230000000002
2016-07-29,819.154,2016,7,29,4,3,2033.374,1393.5095714285712
2016-07-30,1770.7759999999998,2016,7,30,5,3,819.154,1552.9651428571428
2016-07-31,2174.1580000000004,2016,7,31,6,3,1770.7759999999998,1816.8500000000001
2016-08-01,1124.648,2016,8,1,0,3,2174.1580000000004,1131.73
2016-08-02,482.584,2016,8,2,1,3,1124.648,1200.6705714285713
2016-08-03,248.82,2016,8,3,2,3,482.584,1236.216285714286
2016-08-04,497.90999999999997,2016,8,4,3,3,248.82,1016.8642857142858
2016-08-05,197.05,2016,8,5,4,3,497.90999999999997,927.9922857142857
2016-08-06,320.38800000000003,2016,8,6,5,3,197.05,720.794
2016-08-07,179.97,2016,8,7,6,3,320.38800000000003,435.90999999999997
2016-08-08,1115.204,2016,8,8,0,3,179.97,434.5608571428571
2016-08-09,661.3539999999999,2016,8,9,1,3,1115.204,460.0994285714286
2016-08-10,0.0,2016,8,10,2,3,661.3539999999999,424.55371428571425
2016-08-11,151.82,2016,8,11,3,3,0.0,375.11228571428575
2016-08-12,3951.9605,2016,8,12,4,3,151.82,911.5280714285715
2016-08-13,731.524,2016,8,13,5,3,3951.9605,970.2617857142858
2016-08-14,923.688,2016,8,14,6,3,731.524,1076.507214285714
2016-08-15,1680.2659999999998,2016,8,15,0,3,923.688,1157.2303571428572
2016-08-16,204.54000000000002,2016,8,16,1,3,1680.2659999999998,1091.9712142857143
2016-08-17,15.712,2016,8,17,2,3,204.54000000000002,1094.2157857142856
2016-08-18,496.114,2016,8,18,3,3,15.712,1143.4006428571429
2016-08-19,448.792,2016,8,19,4,3,496.114,642.948
2016-08-20,14.78,2016,8,20,5,3,448.792,540.5559999999999
2016-08-21,4798.2919999999995,2016,8,21,6,3,14.78,1094.070857142857
2016-08-22,405.35,2016,8,22,0,3,4798.2919999999995,911.9399999999999
2016-08-23,4187.348,2016,8,23,1,3,405.35,1480.9125714285713
2016-08-24,0.0,2016,8,24,2,3,4187.348,1478.668
2016-08-25,0.0,2016,8,25,3,3,0.0,1407.794571428571
2016-08-26,4874.298,2016,8,26,4,3,0.0,2040.0097142857142
2016-08-27,767.9110000000001,2016,8,27,5,3,4874.298,2147.5998571428568
2016-08-28,322.0248,2016,8,28,6,3,767.9110000000001,1508.133114285714
2016-08-29,632.188,2016,8,29,0,3,322.0248,1540.5385428571428
2016-08-30,1656.8700000000001,2016,8,30,1,3,632.188,1179.0416857142857
2016-08-31,23.968,2016,8,31,2,3,1656.8700000000001,1182.4656857142857
2016-09-01,5766.152,2016,9,1,3,3,23.968,2006.2016857142858
2016-09-02,6792.193,2016,9,2,4,3,5766.152,2280.1866857142854
2016-09-03,2365.596,2016,9,3,5,3,6792.193,2508.4274
2016-09-04,4532.0419999999995,2016,9,4,6,3,2365.596,3109.8584285714282
2016-09-05,5226.348,2016,9,5,0,3,4532.0419999999995,3766.1670000000004
2016-09-06,1313.536,2016,9,6,1,3,5226.348,3717.1192857142855
2016-09-07,0.0,2016,9,7,2,3,1313.536,3713.6952857142855
2016-09-08,4493.9836000000005,2016,9,8,3,3,0.0,3531.9569428571426
2016-09-09,84.992,2016,9,9,4,3,4493.9836000000005,2573.7853714285716
2016-09-10,2094.324,2016,9,10,5,3,84.992,2535.0322285714287
2016-09-11,6501.586,2016,9,11,6,3,2094.324,2816.395657142857
2016-09-12,2043.792,2016,9,12,0,3,6501.586,2361.7448000000004
2016-09-13,2374.73,2016,9,13,1,3,2043.792,2513.3439428571432
2016-09-14,1137.338,2016,9,14,2,3,2374.73,2675.8208000000004
2016-09-15,2101.1820000000002,2016,9,15,3,3,1137.338,2333.9920000000006
2016-09-16,425.88599999999997,2016,9,16,4,3,2101.1820000000002,2382.6911428571434
2016-09-17,2043.126,2016,9,17,5,3,425.88599999999997,2375.377142857143
2016-09-18,4751.082,2016,9,18,6,3,2043.126,2125.305142857143
2016-09-19,3839.312,2016,9,19,0,3,4751.082,2381.8080000000004
2016-09-20,1232.004,2016,9,20,1,3,3839.312,2218.5614285714287
2016-09-21,0.0,2016,9,21,2,3,1232.004,2056.0845714285715
2016-09-22,615.57,2016,9,22,3,3,0.0,1843.8542857142857
2016-09-23,1322.145,2016,9,23,4,3,615.57,1971.891285714286
2016-09-24,2286.05,2016,9,24,5,3,1322.145,2006.5947142857144
2016-09-25,3443.091,2016,9,25,6,3,2286.05,1819.7388571428571
2016-09-26,2698.1665,2016,9,26,0,3,3443.091,1656.7180714285714
2016-09-27,1992.9858,2016,9,27,1,3,2698.1665,1765.4297571428572
2016-09-28,99.136,2016,9,28,2,3,1992.9858,1779.592042857143
2016-09-29,1307.792,2016,9,29,3,3,99.136,1878.4809
2016-09-30,525.884,2016,9,30,4,3,1307.792,1764.7293285714288
2016-10-01,781.414,2016,10,1,5,4,525.884,1549.7813285714285
2016-10-02,18452.972,2016,10,2,6,4,781.414,3694.0500428571427
2016-10-03,1680.696,2016,10,3,0,4,18452.972,3548.697114285714
2016-10-04,5912.782,2016,10,4,1,4,1680.696,4108.668
2016-10-05,0.0,2016,10,5,2,4,5912.782,4094.505714285714
2016-10-06,830.4000000000001,2016,10,6,3,4,0.0,4026.306857142857
2016-10-07,973.712,2016,10,7,4,4,830.4000000000001,4090.2822857142855
2016-10-08,561.5360000000001,2016,10,8,5,4,973.712,4058.871142857143
2016-10-09,546.92,2016,10,9,6,4,561.5360000000001,1500.8637142857137
2016-10-10,282.75300000000004,2016,10,10,0,4,546.92,1301.1575714285711
2016-10-11,33.064,2016,10,11,1,4,282.75300000000004,461.19785714285666
2016-10-12,0.0,2016,10,12,2,4,33.064,461.19785714285666
2016-10-13,1650.618,2016,10,13,3,4,0.0,578.3718571428566
2016-10-14,3335.888,2016,10,14,4,4,1650.618,915.8255714285709
2016-10-15,1620.15,2016,10,15,5,4,3335.888,1067.0561428571423
2016-10-16,142.182,2016,10,16,6,4,1620.15,1009.2364285714281
2016-10-17,2953.346,2016,10,17,0,4,142.182,1390.7497142857137
2016-10-18,307.92,2016,10,18,1,4,2953.346,1430.0148571428565
2016-10-19,0.0,2016,10,19,2,4,307.92,1430.0148571428565
2016-10-20,946.174,2016,10,20,3,4,0.0,1329.3799999999994
2016-10-21,7951.592,2016,10,21,4,4,946.174,1988.7662857142852
2016-10-22,188.28,2016,10,22,5,4,7951.592,1784.213428571428
2016-10-23,467.42199999999997,2016,10,23,6,4,188.28,1830.676285714285
2016-10-24,1365.498,2016,10,24,0,4,467.42199999999997,1603.8408571428567
2016-10-25,783.96,2016,10,25,1,4,1365.498,1671.8465714285708
2016-10-26,0.0,2016,10,26,2,4,783.96,1671.8465714285708
2016-10-27,978.7900000000001,2016,10,27,3,4,0.0,1676.5059999999994
2016-10-28,2899.0209999999997,2016,10,28,4,4,978.7900000000001,954.7101428571423
2016-10-29,131.154,2016,10,29,5,4,2899.0209999999997,946.5492857142852
2016-10-30,159.002,2016,10,30,6,4,131.154,902.4892857142852
2016-10-31,3750.4990000000003,2016,10,31,0,4,159.002,1243.2037142857137
2016-11-01,453.374,2016,11,1,1,4,3750.4990000000003,1195.9771428571423
2016-11-02,0.0,2016,11,2,2,4,453.374,1195.9771428571423
2016-11-03,3802.7960000000003,2016,11,3,3,4,0.0,1599.4065714285712
2016-11-04,3888.8179999999998,2016,11,4,4,4,3802.7960000000003,1740.8061428571423
2016-11-05,4266.8988,2016,11,5,5,4,3888.8179999999998,2331.626828571428
2016-11-06,773.2560000000001,2016,11,6,6,4,4266.8988,2419.3774
2016-11-07,3810.464,2016,11,7,0,4,773.2560000000001,2427.943828571428
2016-11-08,993.9000000000001,2016,11,8,1,4,3810.464,2505.161828571428
2016-11-09,479.97,2016,11,9,2,4,993.9000000000001,2573.728971428571
2016-11-10,4723.478,2016,11,10,3,4,479.97,2705.2549714285706
2016-11-11,4944.296,2016,11,11,4,4,4723.478,2856.0375428571424
2016-11-12,4914.938,2016,11,12,5,4,4944.296,2948.614571428571
2016-11-13,2945.138,2016,11,13,6,4,4914.938,3258.883428571428
2016-11-14,2774.0620000000004,2016,11,14,0,4,2945.138,3110.8259999999996
2016-11-15,2145.718,2016,11,15,1,4,2774.0620000000004,3275.371428571428
2016-11-16,36.72,2016,11,16,2,4,2145.718,3212.0499999999997
2016-11-17,142.684,2016,11,17,3,4,36.72,2557.6508571428567
2016-11-18,3958.9320000000002,2016,11,18,4,4,142.684,2416.884571428571
2016-11-19,638.462,2016,11,19,5,4,3958.9320000000002,1805.9594285714281
2016-11-20,3070.333,2016,11,20,6,4,638.462,1823.8444285714281
2016-11-21,1176.891,2016,11,21,0,4,3070.333,1595.6771428571426
2016-11-22,317.044,2016,11,22,1,4,1176.891,1334.4379999999996
2016-11-23,100.61599999999999,2016,11,23,2,4,317.044,1343.5659999999996
2016-11-24,6394.5380000000005,2016,11,24,3,4,100.61599999999999,2236.6879999999996
2016-11-25,7978.551,2016,11,25,4,4,6394.5380000000005,2810.9192857142853
2016-11-26,8329.743,2016,11,26,5,4,7978.551,3909.673714285714
2016-11-27,1651.239,2016,11,27,6,4,8329.743,3706.9459999999995
2016-11-28,3428.372,2016,11,28,0,4,1651.239,4028.586142857142
2016-11-29,300.592,2016,11,29,1,4,3428.372,4026.2358571428567
2016-11-30,970.142,2016,11,30,2,4,300.592,4150.453857142857
2016-12-01,7365.455,2016,12,1,3,4,970.142,4289.156285714285
2016-12-02,4684.616,2016,12,2,4,4,7365.455,3818.5941428571423
2016-12-03,5269.816,2016,12,3,5,4,4684.616,3381.4617142857137
2016-12-04,944.2860000000001,2016,12,4,6,4,5269.816,3280.468428571428
2016-12-05,5267.004,2016,12,5,0,4,944.2860000000001,3543.1301428571423
2016-12-06,3878.276,2016,12,6,1,4,5267.004,4054.227857142857
2016-12-07,0.0,2016,12,7,2,4,3878.276,3915.6361428571427
2016-12-08,4709.095,2016,12,8,3,4,0.0,3536.1561428571417
2016-12-09,1855.483,2016,12,9,4,4,4709.095,3131.994285714285
2016-12-10,3459.71,2016,12,10,5,4,1855.483,2873.4077142857136
2016-12-11,6102.25,2016,12,11,6,4,3459.71,3610.2597142857144
2016-12-12,1981.115,2016,12,12,0,4,6102.25,3140.8469999999993
2016-12-13,1194.088,2016,12,13,1,4,1981.115,2757.391571428571
2016-12-14,828.654,2016,12,14,2,4,1194.088,2875.770714285714
2016-12-15,2637.087,2016,12,15,3,4,828.654,2579.7695714285705
2016-12-16,628.5419999999999,2016,12,16,4,4,2637.087,2404.492285714285
2016-12-17,12185.134,2016,12,17,5,4,628.5419999999999,3650.981428571428
2016-12-18,7051.35,2016,12,18,6,4,12185.134,3786.5671428571427
2016-12-19,815.1120000000001,2016,12,19,0,4,7051.35,3619.9952857142853
2016-12-20,134.54,2016,12,20,1,4,815.1120000000001,3468.6312857142852
2016-12-21,0.0,2016,12,21,2,4,134.54,3350.2521428571426
2016-12-22,1043.128,2016,12,22,3,4,0.0,3122.543714285714
2016-12-23,6965.857,2016,12,23,4,4,1043.128,4027.874428571428
2016-12-24,1938.26,2016,12,24,5,4,6965.857,2564.0352857142852
2016-12-25,10488.055,2016,12,25,6,4,1938.26,3054.9931428571426
2016-12-26,1829.418,2016,12,26,0,4,10488.055,3199.8939999999993
2016-12-27,959.49,2016,12,27,1,4,1829.418,3317.7439999999992
2016-12-28,0.0,2016,12,28,2,4,959.49,3317.7439999999992
2016-12-29,1277.68,2016,12,29,3,4,0.0,3351.2514285714283
2016-12-30,773.774,2016,12,30,4,4,1277.68,2466.6681428571424
2016-12-31,731.768,2016,12,31,5,4,773.774,2294.312142857142
2017-01-01,1481.8280000000002,2017,1,1,6,1,731.768,1007.7082857142852
2017-01-02,2079.554,2017,1,2,0,1,1481.8280000000002,1043.4419999999996
2017-01-03,2070.272,2017,1,3,1,1,2079.554,1202.1251428571425
2017-01-04,0.0,2017,1,4,2,1,2070.272,1202.1251428571425
2017-01-05,0.0,2017,1,5,3,1,0.0,1019.599428571428
2017-01-06,33.74,2017,1,6,4,1,0.0,913.8802857142853
2017-01-07,3395.59,2017,1,7,5,1,33.74,1294.4262857142853
2017-01-08,892.98,2017,1,8,6,1,3395.59,1210.3051428571423
2017-01-09,274.491,2017,1,9,0,1,892.98,952.4389999999995
2017-01-10,0.0,2017,1,10,1,1,274.491,656.6858571428565
2017-01-11,0.0,2017,1,11,2,1,0.0,656.6858571428565
2017-01-12,848.52,2017,1,12,3,1,0.0,777.9029999999995
2017-01-13,4619.33,2017,1,13,4,1,848.52,1432.9872857142852
2017-01-14,1056.038,2017,1,14,5,1,4619.33,1098.7655714285709
2017-01-15,2140.28,2017,1,15,6,1,1056.038,1276.9512857142852
2017-01-16,6230.2919999999995,2017,1,16,0,1,2140.28,2127.7799999999993
2017-01-17,0.0,2017,1,17,1,1,6230.2919999999995,2127.7799999999993
2017-01-18,0.0,2017,1,18,2,1,0.0,2127.7799999999993
2017-01-19,2013.715,2017,1,19,3,1,0.0,2294.236428571428
2017-01-20,767.838,2017,1,20,4,1,2013.715,1744.0232857142853
2017-01-21,2546.643,2017,1,21,5,1,767.838,1956.9668571428567
2017-01-22,4212.372,2017,1,22,6,1,2546.643,2252.9799999999996
2017-01-23,450.334,2017,1,23,0,1,4212.372,1427.2717142857139
2017-01-24,418.66599999999994,2017,1,24,1,1,450.334,1487.0811428571426
2017-01-25,0.0,2017,1,25,2,1,418.66599999999994,1487.0811428571421
2017-01-26,3055.2799999999997,2017,1,26,3,1,0.0,1635.8761428571427
2017-01-27,331.914,2017,1,27,4,1,3055.2799999999997,1573.6012857142853
2017-01-28,1007.52,2017,1,28,5,1,331.914,1353.7265714285709
2017-01-29,294.842,2017,1,29,6,1,1007.52,794.079428571428
2017-01-30,3749.335,2017,1,30,0,1,294.842,1265.3652857142854
2017-01-31,0.0,2017,1,31,1,1,3749.335,1205.5558571428567
2017-02-01,0.0,2017,2,1,2,1,0.0,1205.5558571428567
2017-02-02,913.354,2017,2,2,3,1,0.0,899.5664285714281
2017-02-03,922.327,2017,2,3,4,1,913.354,983.9111428571424
2017-02-04,32.67,2017,2,4,5,1,922.327,844.6468571428566
2017-02-05,2263.012,2017,2,5,6,1,32.67,1125.8139999999996
2017-02-06,904.354,2017,2,6,0,1,2263.012,719.3881428571424
2017-02-07,0.0,2017,2,7,1,1,904.354,719.3881428571424
2017-02-08,0.0,2017,2,8,2,1,0.0,719.3881428571424
2017-02-09,773.7639999999999,2017,2,9,3,1,0.0,699.4467142857138
2017-02-10,227.103,2017,2,10,4,1,773.7639999999999,600.1289999999996
2017-02-11,1241.516,2017,2,11,5,1,227.103,772.8212857142852
2017-02-12,0.0,2017,2,12,6,1,1241.516,449.5338571428566
2017-02-13,1058.43,2017,2,13,0,1,0.0,471.5447142857138
2017-02-14,0.0,2017,2,14,1,1,1058.43,471.5447142857138
2017-02-15,0.0,2017,2,15,2,1,0.0,471.5447142857138
2017-02-16,1337.442,2017,2,16,3,1,0.0,552.0701428571423
2017-02-17,2964.8174,2017,2,17,4,1,1337.442,943.1721999999994
2017-02-18,287.326,2017,2,18,5,1,2964.8174,806.8593428571422
2017-02-19,1314.59,2017,2,19,6,1,287.326,994.6579142857138
2017-02-20,1150.29,2017,2,20,0,1,1314.59,1007.7807714285709
2017-02-21,47.904,2017,2,21,1,1,1150.29,1014.6241999999994
2017-02-22,0.0,2017,2,22,2,1,47.904,1014.6241999999994
2017-02-23,117.79999999999998,2017,2,23,3,1,0.0,840.389628571428
2017-02-24,1448.676,2017,2,24,4,1,117.79999999999998,623.7979999999994
2017-02-25,430.49199999999996,2017,2,25,5,1,1448.676,644.2502857142852
2017-02-26,2847.6459999999997,2017,2,26,6,1,430.49199999999996,863.2582857142851
2017-02-27,0.0,2017,2,27,0,1,2847.6459999999997,698.9311428571422
2017-02-28,17.62,2017,2,28,1,1,0.0,694.6048571428565
2017-03-01,0.0,2017,3,1,2,1,17.62,694.6048571428565
2017-03-02,1450.126,2017,3,2,3,1,0.0,884.9371428571422
2017-03-03,2000.1039999999998,2017,3,3,4,1,1450.126,963.7125714285709
2017-03-04,228.822,2017,3,4,5,1,2000.1039999999998,934.9025714285708
